threshold,trades,win_rate,profit_factor,sharpe,gross_pnl,avg_pnl
0.01,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.02,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.03,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.04,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.05,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.060000000000000005,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.06999999999999999,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.08,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.09,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.09999999999999999,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.11,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.12,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.13,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.14,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.15000000000000002,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.16,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.17,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.18000000000000002,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.19,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.2,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.21000000000000002,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.22,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.23,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.24000000000000002,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.25,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.26,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.27,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.28,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.29000000000000004,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.3,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.31,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.32,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.33,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.34,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.35000000000000003,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.36000000000000004,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.37,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.38,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.39,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.4,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.41000000000000003,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.42000000000000004,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.43,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.44,39,0.4358974358974359,5.0070692590577695,0.3653111717993936,186498.46000000002,4782.011794871795
0.45,38,0.4473684210526316,5.216162436420969,0.3749676549679058,188364.14,4956.951052631579
0.46,37,0.4594594594594595,5.333148269650753,0.3829118734887887,189344.15,5117.409459459459
0.47000000000000003,35,0.45714285714285713,5.512932989856783,0.3947606489450462,189113.78,5403.250857142857
0.48000000000000004,34,0.4411764705882353,4.391691415194185,0.35445551733599023,142128.32,4180.244705882353
0.49,31,0.41935483870967744,3.655478529127573,0.3168398366981496,108664.88999999998,3505.319032258064
0.5,28,0.42857142857142855,3.8554775012944162,0.33568150678760333,108810.73999999999,3886.097857142857
